CODPROD,NUMPOL,FECINIVIG,MTOOPER,CODPLAN,Mes
AUKM,1597,2025-01-21 0:00:00,1675.78,2 MIL KM,1
AUKM,1598,2025-01-21 0:00:00,443.33,2 MIL KM,1
AUKM,530,2025-01-21 0:00:00,2623.44,4 MIL KM,1
AUKM,529,2025-01-21 0:00:00,2459.77,6 MIL KM,1
AUKM,1595,2025-01-21 0:00:00,1928.78,6 MIL KM,1
AUKM,832,2025-01-22 0:00:00,533.34,2 MIL KM,1
AUKM,1601,2025-01-22 0:00:00,443.33,2 MIL KM,1
AUKM,299,2025-01-22 0:00:00,623.12,2 MIL KM,1
AUKM,1603,2025-01-22 0:00:00,539.92,2 MIL KM,1
AUKM,1600,2025-01-22 0:00:00,5529.78,6 MIL KM,1
AUKM,249,2025-01-23 0:00:00,1195.45,2 MIL KM,1
AUKM,1606,2025-01-23 0:00:00,1846.05,2 MIL KM,1
AUKM,1607,2025-01-23 0:00:00,1335.17,2 MIL KM,1
AUKM,62,2025-01-23 0:00:00,669.92,2 MIL KM,1
AUKM,1605,2025-01-23 0:00:00,1330.01,6 MIL KM,1
